city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
Copenhagen,2.1,4.9,399,private,1,1,1,0,shoulder,1,0.6,18,0,1,1,1,1,5,155,shared,118.89
Copenhagen,7.5,4.2,250,private,2,1,1,0,shoulder,0,0.63,14,1,1,1,1,0,5,128,private,53.21
Lisbon,2.2,4.0,232,dorm,6,0,1,1,low,0,0.48,28,1,0,1,0,0,2,168,shared,17.69
Paris,5.7,4.0,257,dorm,8,1,1,0,shoulder,0,0.51,25,1,0,0,0,0,5,162,private,18.56
London,0.5,3.5,97,dorm,4,1,1,1,low,0,0.44,2,1,1,1,1,0,3,200,private,30.6
Barcelona,7.2,4.9,415,private,2,1,1,1,peak,1,0.92,26,0,0,1,1,0,2,131,shared,75.46
Lisbon,6.5,2.8,68,dorm,4,0,1,0,low,0,0.39,8,1,1,0,0,0,6,123,private,16.92
Milan,5.3,3.0,55,dorm,6,0,1,0,peak,1,0.7,18,0,1,1,0,1,3,210,private,31.4
Vienna,3.2,3.5,48,private,2,1,1,0,peak,0,0.83,7,1,1,1,1,0,5,182,private,87.24
Prague,2.3,4.6,385,dorm,10,1,1,1,shoulder,1,0.59,8,1,1,1,1,0,2,190,shared,27.99
London,1.7,2.7,40,private,1,0,1,0,shoulder,1,0.51,30,0,0,0,0,0,3,145,shared,64.39
Vienna,0.7,3.4,62,private,1,0,1,1,shoulder,0,0.65,21,0,0,1,1,1,2,142,private,78.24
Madrid,0.6,4.5,427,dorm,6,0,1,1,peak,1,0.95,27,0,1,1,1,1,6,192,private,34.28
Stockholm,4.0,4.5,401,private,2,1,1,1,shoulder,0,0.64,19,1,0,1,1,1,3,123,shared,68.85
Warsaw,2.8,4.7,158,private,1,0,1,0,shoulder,0,0.66,30,0,0,1,1,1,6,197,shared,49.21
Helsinki,7.8,3.6,144,private,2,1,1,1,shoulder,0,0.75,2,1,1,0,1,0,1,145,private,53.84
Stockholm,4.8,3.1,32,dorm,10,1,1,1,low,0,0.61,25,1,0,1,0,0,1,162,shared,18.85
Madrid,2.7,2.5,73,dorm,8,0,1,0,peak,0,0.79,18,0,0,0,1,1,5,209,shared,21.87
Barcelona,1.5,4.3,157,dorm,12,1,1,0,low,0,0.49,22,1,1,1,1,1,1,187,private,20.1
Rome,0.9,3.4,85,dorm,12,1,1,0,shoulder,1,0.58,10,1,0,1,1,1,5,228,shared,28.68
Berlin,3.8,2.9,99,private,2,0,1,1,shoulder,1,0.79,12,0,0,0,1,0,3,139,shared,55.67
Milan,5.1,2.6,43,private,2,0,1,1,low,1,0.33,7,1,0,0,0,1,1,103,shared,63.17
Milan,4.8,4.2,284,dorm,10,1,1,0,peak,0,0.89,15,1,0,1,1,0,1,240,private,37.18
Brussels,0.4,3.4,52,private,2,1,1,0,low,1,0.63,19,0,0,1,0,1,2,144,private,70.09
Athens,7.0,3.9,75,private,1,1,1,0,shoulder,0,0.74,19,1,1,1,1,0,2,200,private,60.27
Warsaw,0.2,3.9,36,private,2,0,1,1,low,0,0.42,12,1,1,1,1,0,4,167,shared,51.94
Copenhagen,2.8,3.4,36,dorm,10,1,1,1,peak,1,0.82,24,1,0,0,0,1,2,221,shared,34.36
Copenhagen,7.6,2.9,20,dorm,10,1,1,0,low,0,0.55,1,1,1,0,1,0,1,128,private,17.77
Milan,2.7,4.5,422,private,1,0,1,1,low,0,0.42,14,1,0,1,1,0,3,157,shared,87.62
Dublin,6.7,4.7,265,private,2,1,1,0,low,1,0.58,0,1,0,1,1,0,1,121,private,58.62
Barcelona,0.5,4.6,408,dorm,6,1,1,0,low,0,0.39,27,1,1,1,1,1,6,219,private,25.67
Helsinki,3.1,3.2,32,dorm,4,1,1,1,peak,0,0.95,11,1,0,0,1,0,3,235,private,50.79
Madrid,2.0,2.6,87,private,1,1,1,0,shoulder,0,0.58,10,0,1,1,1,0,4,132,private,73.48
Dublin,4.8,4.3,172,private,2,1,1,1,shoulder,1,0.75,24,1,1,0,1,0,1,195,private,76.57
Amsterdam,3.7,4.5,210,private,1,1,1,1,shoulder,0,0.76,24,0,1,1,1,0,3,122,shared,86.94
Prague,3.3,3.0,83,private,1,1,1,0,peak,1,0.99,20,0,1,0,1,0,2,156,shared,89.54
Madrid,3.7,2.5,15,private,1,0,1,1,low,0,0.48,14,0,0,0,1,1,4,173,private,40.09
Stockholm,6.1,4.1,298,dorm,4,0,1,0,shoulder,0,0.72,10,1,1,0,1,0,1,160,shared,34.85
Vienna,7.5,4.9,410,dorm,10,1,1,1,low,0,0.55,21,0,0,0,1,0,6,128,shared,13.47
Oslo,3.7,2.6,37,dorm,10,0,1,0,shoulder,1,0.63,23,0,1,0,0,0,2,155,private,22.45
Dublin,7.3,3.1,42,dorm,8,0,1,0,shoulder,0,0.65,14,0,0,1,0,0,6,184,shared,16.9
Paris,3.4,4.8,367,private,2,1,1,0,shoulder,1,0.56,9,1,1,1,0,0,6,140,shared,88.71
Oslo,3.8,3.6,38,private,1,1,1,1,low,0,0.54,3,1,0,1,1,0,3,200,private,88.0
Barcelona,1.9,2.8,96,dorm,10,0,1,1,shoulder,1,0.58,6,1,1,0,1,0,3,188,private,26.7
London,4.2,4.3,300,private,1,0,1,0,peak,0,0.96,2,0,1,1,1,1,5,168,private,116.5
Dublin,6.5,3.8,122,private,2,1,1,0,shoulder,0,0.73,7,0,1,1,0,0,3,105,shared,65.64
Stockholm,2.0,3.3,58,dorm,10,1,1,1,shoulder,1,0.58,0,0,1,1,0,0,3,233,shared,40.45
Rome,2.3,3.6,120,dorm,8,1,1,1,shoulder,1,0.53,6,1,1,1,1,0,1,225,private,26.09
Milan,3.1,3.3,97,private,2,0,1,0,low,0,0.33,26,0,0,1,0,1,2,107,private,43.05
Dublin,2.6,4.1,114,private,2,0,1,0,low,0,0.61,29,0,0,1,0,0,6,195,shared,44.91
London,4.4,5.0,395,private,2,0,1,1,shoulder,0,0.78,10,1,1,1,1,0,4,177,shared,80.68
Milan,2.4,3.7,115,dorm,6,0,1,0,shoulder,1,0.74,25,0,0,1,1,0,6,126,shared,30.26
Helsinki,7.9,3.8,70,dorm,4,1,1,1,peak,1,0.78,26,0,0,1,1,0,3,194,shared,35.02
Barcelona,0.3,4.7,275,dorm,10,1,1,1,shoulder,0,0.67,1,1,1,1,1,0,2,223,shared,36.41
Madrid,1.6,4.8,499,private,2,0,1,0,peak,0,0.83,24,0,1,1,1,1,1,161,private,68.13
London,7.1,2.9,56,dorm,12,1,1,0,peak,0,0.73,12,1,0,1,1,1,3,210,private,23.59
Copenhagen,2.7,2.8,6,dorm,12,1,1,0,shoulder,1,0.63,30,0,1,1,0,0,1,248,shared,23.6
Vienna,1.6,3.8,88,dorm,6,0,1,1,low,1,0.32,26,0,0,1,1,0,6,126,shared,22.65
Dublin,0.5,3.8,90,dorm,4,0,1,0,shoulder,1,0.77,21,1,1,1,1,0,1,144,private,47.32
Paris,4.9,4.8,159,dorm,12,1,1,0,shoulder,1,0.65,11,1,0,1,1,0,4,218,shared,25.34
Dublin,7.2,4.6,355,private,2,0,1,0,shoulder,0,0.53,18,1,1,1,1,1,4,190,private,54.95
Athens,4.0,4.9,438,dorm,6,1,1,1,peak,0,0.77,29,1,1,1,0,1,1,202,shared,26.44
Oslo,5.2,4.7,341,dorm,4,0,1,1,low,1,0.3,20,1,1,1,1,0,5,217,private,30.02
Prague,2.5,3.1,20,dorm,6,0,1,0,peak,1,0.75,17,1,0,1,1,1,6,157,shared,25.65
Budapest,2.1,3.4,35,dorm,6,1,1,0,shoulder,1,0.69,19,1,0,1,0,0,5,156,shared,22.46
Barcelona,1.7,3.3,69,private,2,0,1,1,low,1,0.66,15,0,1,1,0,0,4,149,private,61.83
Milan,7.5,4.1,104,private,2,0,1,1,shoulder,1,0.75,2,1,0,1,1,1,5,106,private,82.28
Berlin,3.4,4.1,136,private,1,0,1,0,low,0,0.66,0,1,0,0,1,0,5,171,shared,74.68
Copenhagen,7.2,4.5,169,private,2,1,1,1,peak,1,0.92,18,1,0,1,0,0,3,179,private,92.83
Rome,2.8,3.0,90,dorm,8,1,1,0,low,1,0.57,10,0,1,1,0,1,6,147,shared,22.66
Copenhagen,7.3,2.8,64,dorm,12,1,1,0,peak,0,0.98,13,1,1,1,0,1,1,239,private,26.06
Copenhagen,2.3,3.2,13,private,2,0,1,1,shoulder,0,0.54,6,0,0,0,0,0,6,120,shared,63.78
Amsterdam,0.6,4.3,188,private,2,1,1,1,shoulder,1,0.7,23,0,0,1,1,1,3,111,shared,96.27
Rome,5.8,3.9,72,dorm,12,0,1,0,low,1,0.36,15,1,0,1,1,1,2,237,private,18.44
Oslo,6.0,3.0,55,dorm,10,0,1,1,shoulder,0,0.51,12,1,1,1,1,1,6,184,shared,20.52
Vienna,1.4,4.7,169,dorm,6,1,1,1,peak,1,0.7,22,1,1,1,1,0,3,182,shared,42.06
Barcelona,5.9,2.6,39,dorm,4,0,1,0,low,1,0.55,0,0,1,0,0,0,1,185,shared,24.48
Madrid,1.8,3.8,101,private,2,0,1,1,low,0,0.32,20,1,0,1,0,0,4,129,shared,41.17
Brussels,7.5,4.1,251,private,2,0,1,1,peak,1,0.85,30,0,0,1,0,0,2,148,shared,60.28
London,6.1,2.6,32,dorm,12,0,1,0,peak,1,0.73,11,0,1,0,0,0,1,223,private,25.51
Lisbon,5.2,3.1,63,dorm,4,1,1,1,peak,0,0.96,24,0,0,1,0,0,4,215,private,24.46
Prague,6.7,4.1,185,dorm,6,1,1,0,shoulder,1,0.79,25,0,1,1,1,0,4,193,shared,19.97
Lisbon,3.7,4.7,327,dorm,12,0,1,0,peak,0,0.96,24,0,0,1,1,1,2,130,private,20.26
Berlin,3.7,3.3,16,private,2,0,1,0,low,0,0.46,21,0,1,0,1,0,1,189,private,34.77
Berlin,2.2,4.2,145,private,2,1,1,1,peak,0,0.97,18,0,1,0,1,0,1,166,private,89.04
Amsterdam,4.1,4.6,285,dorm,4,1,1,1,shoulder,0,0.78,30,1,0,0,1,1,2,137,private,23.64
Lisbon,7.3,3.3,70,private,1,1,1,0,peak,1,0.83,26,0,1,1,1,1,5,165,shared,61.23
Oslo,5.9,3.1,73,private,2,0,1,1,peak,0,0.88,28,0,0,1,0,0,4,149,private,61.26
Milan,7.4,3.0,82,dorm,4,0,1,0,low,0,0.58,8,0,1,1,0,0,1,237,private,22.23
Brussels,2.3,4.6,315,private,2,1,1,0,shoulder,1,0.55,26,1,0,1,0,0,3,169,shared,70.68
Amsterdam,3.1,3.5,120,private,1,0,1,0,low,1,0.55,15,1,0,1,0,0,5,105,private,91.55
Barcelona,0.9,3.1,85,dorm,4,0,1,0,shoulder,1,0.77,28,0,0,1,1,0,1,227,private,30.44
Rome,7.3,2.6,24,dorm,4,0,1,1,peak,0,0.89,3,0,0,1,1,1,6,183,private,31.11
Copenhagen,8.0,3.6,72,dorm,10,0,1,1,peak,1,0.89,23,0,1,1,1,0,1,188,private,25.92
Vienna,3.2,2.9,79,dorm,8,1,1,1,shoulder,0,0.51,10,0,0,0,1,1,3,201,private,20.45
Vienna,3.7,2.6,94,private,2,1,1,1,peak,1,0.7,6,0,1,0,1,0,4,120,private,76.31
Budapest,3.3,4.7,357,private,1,1,1,1,shoulder,1,0.53,22,1,1,1,1,0,6,139,private,69.3
Amsterdam,0.1,4.4,97,dorm,8,1,1,1,shoulder,0,0.79,1,1,0,1,0,0,3,235,private,42.11
Athens,0.7,2.8,6,dorm,4,0,1,0,shoulder,0,0.53,22,1,0,1,1,0,6,231,private,20.1
Dublin,7.9,3.0,12,dorm,6,0,1,1,peak,1,0.99,16,1,1,0,1,0,3,200,shared,28.03
Amsterdam,0.4,3.2,88,private,1,0,1,0,peak,0,0.71,2,1,0,1,0,0,1,189,private,117.24
Helsinki,1.4,3.3,83,dorm,12,1,1,1,shoulder,1,0.72,8,1,1,1,1,0,4,202,private,34.12
Paris,7.0,4.4,132,private,2,1,1,0,shoulder,1,0.61,22,0,1,1,1,0,2,190,shared,60.32
Lisbon,7.9,3.3,62,private,1,1,1,0,peak,0,0.89,23,0,1,1,1,0,2,112,private,64.83
Oslo,5.6,4.4,91,dorm,10,1,1,1,peak,1,0.98,14,1,1,1,0,1,6,185,private,42.91
Brussels,1.9,3.7,39,private,1,1,1,1,shoulder,1,0.62,23,0,0,0,1,0,3,137,private,88.28
Paris,6.1,2.5,78,dorm,4,0,1,1,peak,0,0.92,22,0,0,0,1,1,2,189,private,29.77
Lisbon,7.8,3.6,56,dorm,4,1,1,0,low,0,0.6,15,1,1,1,0,0,6,174,shared,19.55
Athens,4.7,3.5,128,dorm,8,0,1,0,shoulder,1,0.64,13,1,0,0,1,0,2,218,shared,20.8
Lisbon,4.0,3.2,94,dorm,12,0,1,0,low,0,0.61,2,1,1,0,0,1,5,232,private,17.04
Budapest,0.3,2.5,57,private,2,0,1,0,low,0,0.53,9,0,0,1,1,1,4,136,shared,40.58
Vienna,0.4,4.1,136,dorm,4,0,1,0,peak,0,0.72,6,1,1,1,1,0,1,160,private,40.7
Copenhagen,5.0,4.2,201,dorm,4,1,1,1,shoulder,0,0.79,16,0,1,1,1,1,2,160,private,31.12
Rome,7.7,2.6,83,private,1,1,1,0,low,0,0.43,17,1,0,0,0,1,4,186,shared,37.81
Dublin,1.5,4.6,325,dorm,8,0,1,1,peak,0,0.72,7,0,0,1,1,0,5,168,private,43.01
Amsterdam,5.7,3.9,48,dorm,10,1,1,0,shoulder,0,0.54,14,0,0,0,1,1,5,220,private,19.47
Stockholm,3.6,2.7,82,private,2,0,1,0,shoulder,0,0.59,11,1,1,0,0,1,1,168,private,71.25
Budapest,0.4,4.4,80,private,2,1,1,1,low,1,0.59,10,1,0,0,1,1,6,196,shared,57.24
Athens,0.6,3.4,88,dorm,4,0,1,1,low,1,0.46,7,0,0,1,1,1,1,197,private,29.22
Helsinki,2.1,3.5,149,private,1,0,1,0,low,0,0.33,24,1,0,0,0,0,5,111,private,50.13
Oslo,7.0,3.4,38,private,2,1,1,0,peak,1,0.81,4,0,1,0,0,1,3,195,shared,93.48
Vienna,7.2,4.8,310,private,2,1,1,1,shoulder,1,0.65,9,1,1,1,1,0,2,199,shared,71.99
Athens,3.8,2.7,9,private,2,1,1,0,shoulder,1,0.77,26,0,0,1,1,1,3,119,private,51.64
Rome,3.8,3.6,77,dorm,6,0,1,1,shoulder,1,0.59,19,1,0,0,0,0,4,206,shared,20.58
Athens,4.2,3.2,100,dorm,8,0,1,1,peak,0,0.87,15,0,0,0,1,0,2,226,shared,25.12
Helsinki,6.4,3.5,72,dorm,10,0,1,0,shoulder,0,0.7,0,1,0,1,1,0,3,150,private,25.27
Paris,0.3,4.1,89,private,2,1,1,1,shoulder,1,0.56,8,1,1,1,1,0,6,129,private,100.16
Oslo,1.3,3.3,89,private,2,1,1,0,peak,0,0.71,24,0,1,1,1,0,5,170,shared,105.41
Lisbon,0.9,3.4,9,dorm,10,0,1,0,low,1,0.53,13,0,0,1,1,0,1,189,private,21.57
Prague,5.7,4.1,188,dorm,8,1,1,0,low,0,0.39,24,0,0,1,0,0,6,186,shared,12.44
Vienna,2.8,3.2,71,private,1,0,1,0,low,1,0.32,16,0,0,0,1,0,2,186,shared,54.01
Milan,2.2,4.0,294,private,2,1,1,0,peak,1,0.9,1,1,0,1,1,0,3,133,private,161.03
Oslo,1.7,2.9,86,dorm,6,0,1,1,peak,1,0.84,9,1,0,1,0,1,1,238,private,51.9
Warsaw,2.9,2.6,22,private,1,0,1,1,shoulder,0,0.59,16,0,1,1,0,0,5,157,private,42.21
Brussels,4.6,3.2,68,dorm,8,0,1,0,peak,1,0.76,6,0,0,0,1,0,6,163,shared,32.13
Rome,6.7,2.9,14,dorm,10,0,1,0,low,0,0.45,19,1,0,0,0,0,5,220,private,10.02
Warsaw,7.6,3.5,129,dorm,12,1,1,1,low,0,0.69,22,0,0,1,1,1,6,161,shared,10.0
Budapest,4.7,4.9,384,dorm,6,0,1,1,peak,0,0.88,26,1,0,1,1,1,6,124,shared,24.73
Lisbon,0.8,4.2,167,dorm,6,1,1,0,shoulder,0,0.74,0,0,1,1,1,0,3,242,shared,33.88
Helsinki,7.5,4.7,226,dorm,6,1,1,1,low,0,0.63,15,1,1,1,1,0,5,156,private,21.22
Lisbon,7.4,4.8,351,private,2,1,1,0,shoulder,1,0.71,22,1,0,1,1,0,4,170,shared,49.8
Copenhagen,0.8,3.9,68,private,2,1,1,1,low,0,0.32,12,1,1,1,1,1,4,148,private,61.27
Athens,5.9,3.9,150,private,2,1,1,1,low,1,0.64,4,0,1,1,1,0,2,191,private,50.77
Budapest,2.8,4.6,296,dorm,4,0,1,0,shoulder,0,0.8,16,1,0,1,0,0,4,149,private,24.07
Amsterdam,6.9,4.0,210,private,1,1,1,0,peak,1,0.72,28,0,0,1,1,1,4,168,private,83.46
Oslo,6.5,3.2,85,dorm,6,0,1,1,low,0,0.45,4,0,0,0,0,0,6,135,shared,19.6
Milan,1.6,4.6,294,dorm,12,1,1,1,peak,0,0.78,15,1,1,0,1,0,4,197,private,32.99
Warsaw,7.3,2.6,69,dorm,12,0,1,0,low,0,0.66,23,1,0,0,1,0,5,145,shared,10.0
Warsaw,1.3,3.3,45,dorm,12,1,1,0,peak,1,0.76,18,1,0,1,0,1,6,159,shared,22.45
Rome,2.9,3.2,94,dorm,10,1,1,0,shoulder,0,0.8,1,1,0,1,1,0,5,162,shared,22.69
Milan,3.6,3.4,84,dorm,8,1,1,0,shoulder,0,0.55,25,1,0,1,0,1,4,151,shared,22.99
Paris,3.1,2.6,28,dorm,4,0,1,0,peak,1,0.99,22,1,0,0,1,0,4,132,shared,45.1
Helsinki,6.8,2.7,21,dorm,6,1,1,0,low,1,0.43,29,1,0,1,0,1,1,150,shared,19.66
Amsterdam,5.9,3.7,146,dorm,10,1,1,0,shoulder,0,0.8,25,1,1,1,0,1,1,141,private,18.17
Paris,5.7,4.9,337,dorm,12,1,1,1,peak,1,0.76,27,0,0,1,0,0,6,242,private,30.78
Brussels,6.1,4.2,198,dorm,4,1,1,1,peak,0,0.7,18,1,0,1,1,0,4,199,shared,38.1
Helsinki,3.5,3.2,15,private,1,1,1,0,peak,1,1.0,20,0,1,0,0,0,2,183,private,123.53
Dublin,1.9,4.7,473,private,2,1,1,0,shoulder,0,0.74,4,1,1,1,1,0,3,168,shared,97.88
Vienna,1.2,2.8,89,private,1,1,1,0,peak,1,0.98,21,0,0,1,0,0,2,107,shared,108.0
Milan,1.1,4.8,364,dorm,4,1,1,1,peak,0,0.7,7,1,0,1,1,0,6,163,private,59.86
Barcelona,2.8,4.9,441,private,2,1,1,1,low,0,0.55,13,1,1,1,0,0,3,184,shared,64.01
Oslo,0.4,3.4,30,private,2,1,1,1,peak,0,0.97,24,1,0,1,1,0,3,183,private,96.61
Berlin,5.3,3.8,34,dorm,4,1,1,0,shoulder,0,0.63,16,1,1,0,1,0,6,249,private,25.43
Copenhagen,5.1,2.9,62,dorm,10,1,1,1,low,0,0.55,29,0,0,1,0,0,1,121,shared,18.15
Copenhagen,5.5,4.8,365,private,1,1,1,1,peak,1,0.84,3,0,1,1,0,1,4,157,private,139.7
Prague,5.4,3.4,25,dorm,8,1,1,1,low,1,0.58,9,0,0,0,0,1,1,165,shared,17.54
Rome,1.9,3.4,37,dorm,10,1,1,0,shoulder,1,0.78,27,1,0,0,0,1,6,184,private,24.78
Copenhagen,3.3,4.4,191,private,1,1,1,1,shoulder,1,0.72,14,0,0,1,1,1,5,138,shared,102.69
Berlin,5.9,3.8,50,dorm,6,0,1,1,peak,1,0.86,27,0,0,1,1,0,3,129,shared,27.66
Brussels,6.2,3.9,69,dorm,6,0,1,0,low,1,0.49,17,1,1,1,1,0,4,168,private,21.66
Milan,7.3,3.8,63,dorm,4,1,1,0,shoulder,1,0.72,19,0,0,1,0,0,5,198,private,25.1
Athens,3.0,4.8,369,dorm,4,1,1,1,low,1,0.54,20,1,0,1,0,0,3,136,private,24.11
Paris,1.8,4.5,277,dorm,6,1,1,0,shoulder,1,0.76,23,0,1,0,0,0,3,222,private,30.86
Rome,7.6,4.6,160,private,2,1,1,1,shoulder,0,0.72,29,0,0,0,1,0,1,115,shared,33.79
Madrid,0.7,4.3,284,private,1,1,1,1,shoulder,0,0.77,20,1,1,1,1,0,2,122,private,75.01
Copenhagen,5.7,4.8,215,dorm,8,1,1,1,peak,0,0.98,13,1,1,1,0,1,1,236,private,33.83
Stockholm,5.9,3.4,70,private,2,0,1,0,shoulder,0,0.61,7,1,1,1,1,0,3,104,shared,64.04
Athens,7.6,4.1,286,dorm,8,1,1,1,peak,0,0.73,12,1,0,1,1,0,1,122,shared,18.57
Amsterdam,0.6,4.1,100,dorm,4,1,1,1,peak,1,0.97,27,1,0,1,0,0,3,137,shared,58.03
Milan,5.5,2.6,16,dorm,8,0,1,1,low,0,0.49,24,0,0,0,0,1,3,187,private,14.65
Budapest,7.4,4.1,151,private,2,1,1,1,shoulder,0,0.71,13,0,0,1,1,1,6,167,shared,34.28
Athens,6.8,2.5,30,private,2,0,1,0,peak,0,0.96,8,1,0,1,0,0,4,158,private,51.47
Stockholm,1.3,3.6,53,private,1,1,1,0,peak,0,0.73,25,0,0,1,1,0,5,176,shared,127.76
Prague,1.3,2.5,26,private,1,0,1,1,low,0,0.44,14,0,1,1,0,0,4,133,private,48.43
Lisbon,0.5,4.4,95,private,2,1,1,1,low,1,0.66,20,0,1,1,0,1,6,113,shared,64.18
Vienna,2.6,2.8,36,dorm,6,0,1,0,low,0,0.44,15,0,1,1,0,1,5,201,private,21.31
Paris,5.7,3.9,131,private,2,0,1,0,peak,1,0.73,19,1,0,0,1,0,2,140,shared,90.15
Warsaw,7.5,2.6,40,private,2,1,1,0,shoulder,1,0.65,22,0,0,1,1,1,4,132,private,35.55
Lisbon,3.3,3.8,46,dorm,8,1,1,1,shoulder,0,0.55,1,1,1,1,1,0,1,211,private,26.96
Prague,3.4,4.7,286,private,2,1,1,0,peak,0,0.73,30,0,0,1,1,0,5,155,shared,57.99
Amsterdam,0.6,3.0,28,private,1,0,1,1,peak,1,0.74,30,0,0,1,1,0,3,104,shared,117.39
Prague,6.8,3.5,50,private,2,0,1,1,shoulder,0,0.76,29,0,0,1,0,0,4,152,private,31.59
Berlin,2.9,3.0,12,private,1,1,1,0,shoulder,1,0.58,17,0,1,0,1,0,1,193,shared,71.29
Lisbon,2.8,3.5,140,private,1,1,1,0,shoulder,1,0.52,12,1,0,0,1,1,6,199,private,69.5
Copenhagen,0.2,3.1,51,dorm,12,1,1,0,low,0,0.4,8,0,1,0,0,1,4,217,shared,23.83
Warsaw,5.9,4.0,132,private,1,1,1,1,shoulder,0,0.78,24,0,1,1,1,0,3,176,shared,50.12
Helsinki,3.8,3.6,104,private,2,0,1,1,low,0,0.45,9,1,1,0,1,0,1,141,private,65.34
Milan,7.1,3.6,143,private,2,1,1,0,shoulder,0,0.71,28,0,0,0,0,0,5,198,private,43.52
Rome,7.8,4.0,152,dorm,10,0,1,1,peak,1,0.73,21,1,0,0,1,1,1,125,private,23.31
Helsinki,2.2,4.9,177,dorm,6,1,1,1,peak,0,0.81,28,0,0,1,1,1,1,128,shared,36.16
Barcelona,3.3,4.1,246,dorm,8,1,1,1,peak,1,0.72,21,0,1,1,1,0,1,175,shared,31.28
Vienna,2.1,4.3,228,dorm,12,1,1,1,low,1,0.41,28,1,1,1,1,0,3,204,shared,23.41
Stockholm,3.5,2.6,7,dorm,12,1,1,0,low,0,0.33,8,1,1,1,0,1,3,216,private,21.04
Brussels,0.6,4.9,291,private,2,0,1,1,peak,0,0.95,1,1,1,1,1,0,6,147,private,124.49
Stockholm,6.5,3.3,63,private,1,1,1,0,peak,0,0.95,19,0,0,1,1,1,5,125,shared,104.44
Vienna,2.7,3.6,109,private,1,0,1,0,peak,1,0.94,11,0,1,0,1,1,3,143,shared,139.68
Amsterdam,5.0,4.4,281,private,1,1,1,1,low,1,0.67,25,1,0,1,1,1,1,171,shared,82.97
Amsterdam,5.1,4.9,444,private,1,1,1,0,shoulder,0,0.57,6,1,1,1,1,0,2,158,private,75.7
London,2.1,3.0,89,dorm,6,0,1,0,peak,1,0.78,9,1,1,1,0,1,6,124,shared,44.54
Budapest,6.3,4.5,334,dorm,8,1,1,0,peak,0,0.7,21,0,1,1,1,0,3,235,shared,17.53
Prague,3.4,2.9,11,dorm,10,1,1,0,low,1,0.33,25,0,0,0,1,0,4,144,shared,11.51
Amsterdam,5.5,4.1,277,private,1,1,1,0,shoulder,1,0.53,17,1,0,1,1,0,6,172,private,75.17
Vienna,1.9,4.3,193,private,1,1,1,1,shoulder,0,0.76,2,1,1,0,1,1,3,149,private,87.72
London,2.4,4.5,401,private,1,1,1,0,shoulder,1,0.68,17,0,0,1,0,0,6,104,private,83.35
Dublin,0.6,2.9,100,private,1,1,1,0,low,0,0.63,21,0,1,0,1,1,2,164,shared,71.62
Milan,5.9,3.4,72,dorm,6,0,1,1,shoulder,1,0.55,7,1,1,1,0,0,3,120,private,26.57
Rome,1.8,4.4,186,private,1,1,1,0,peak,0,0.89,29,0,1,1,1,0,2,112,private,94.57
Budapest,5.0,3.3,67,dorm,6,0,1,1,shoulder,1,0.63,4,1,0,1,0,0,3,128,shared,17.83
Paris,6.6,4.9,242,private,2,1,1,0,shoulder,0,0.73,19,1,0,1,0,0,4,140,shared,65.19
Dublin,6.0,4.3,237,dorm,4,1,1,0,shoulder,1,0.76,15,0,1,0,1,0,5,171,private,33.73
Warsaw,6.2,4.2,99,dorm,8,1,1,0,shoulder,1,0.8,1,0,0,0,1,0,6,211,shared,21.2
London,6.3,3.5,148,dorm,12,1,1,1,shoulder,0,0.76,24,1,0,1,0,0,2,196,private,18.98
London,2.3,3.8,47,private,1,0,1,1,peak,1,0.74,18,1,1,0,1,0,6,133,shared,133.76
Prague,1.5,4.2,138,private,1,1,1,1,shoulder,0,0.57,18,1,0,1,1,1,1,191,shared,55.82
Rome,1.6,4.0,258,dorm,10,1,1,0,peak,0,0.91,27,1,0,1,1,1,2,231,shared,24.29
Barcelona,3.1,4.7,162,private,1,1,1,1,peak,1,0.73,21,1,0,1,1,0,5,176,shared,126.45
Brussels,4.4,2.6,25,private,2,1,1,0,low,0,0.36,16,0,1,0,1,0,1,138,private,46.26
Amsterdam,1.8,4.4,254,private,1,0,1,0,shoulder,0,0.51,20,0,1,0,1,0,4,143,private,80.73
Dublin,7.0,4.5,397,private,1,1,1,1,shoulder,0,0.7,19,1,1,1,1,1,6,168,shared,74.97
Rome,1.6,2.8,16,dorm,10,1,1,0,peak,1,0.72,22,0,0,0,1,0,2,164,private,29.31
Lisbon,1.6,3.4,26,dorm,12,0,1,1,low,0,0.67,13,1,0,1,1,0,5,244,shared,18.7
Copenhagen,1.9,4.9,344,dorm,12,1,1,0,peak,1,0.97,20,0,0,1,1,0,4,222,shared,48.08
Warsaw,5.5,4.2,179,dorm,8,1,1,1,shoulder,1,0.71,26,0,0,1,1,0,3,164,shared,16.54
Oslo,2.2,4.0,137,private,2,1,1,0,shoulder,0,0.67,16,1,0,0,1,0,4,146,private,89.15
Oslo,3.7,4.2,285,private,1,1,1,0,peak,0,0.82,19,1,1,1,0,0,5,123,shared,114.08
Athens,6.1,4.5,192,dorm,8,1,1,1,low,0,0.4,11,1,0,1,0,0,5,209,private,17.06
Milan,5.3,4.8,406,dorm,12,1,1,1,peak,1,0.8,12,1,1,1,1,0,1,174,private,35.29
Dublin,5.7,4.2,235,dorm,12,1,1,0,low,1,0.64,2,1,1,1,1,1,1,194,private,26.25
